,Package,DownloadRank,Percentile,2025,2024,2023,2022,2021,2020,2019,2018,2017,2016,2015,2014,2013,2012,2011,2010,2009,trend,up_down
761,IlluminaHumanMethylationEPICanno.ilm10b3.hg19,752/927,81.12,298,345,244,211,247,241,287,387,213,NA,NA,NA,NA,NA,NA,NA,NA,1.63333333333333,Upward
762,mu19ksubccdf,752/927,81.12,348,308,125,138,159,99,112,234,121,204,202,415,323,254,256,266,265,-5.29901960784288,Downward
763,mu6500subccdf,752/927,81.12,328,311,137,173,172,105,115,246,107,193,206,414,297,221,232,245,268,-3.49019607843132,Downward
764,pd.chigene.1.0.st,752/927,81.12,320,250,183,136,153,100,101,160,82,123,159,24,NA,NA,NA,NA,NA,16.5839160839171,Upward
765,pd.nugo.hs1a520180,752/927,81.12,306,277,173,83,159,98,108,165,87,142,187,222,NA,NA,NA,NA,NA,6.65384615384838,Upward
766,pd.rabgene.1.0.st,752/927,81.12,308,276,202,76,152,96,94,200,83,114,153,27,NA,NA,NA,NA,NA,16.2132867132877,Upward
767,pd.rjpgene.1.0.st,752/927,81.12,331,270,198,82,145,86,97,184,84,114,159,23,NA,NA,NA,NA,NA,16.9125874125885,Upward
768,pd.rusgene.1.1.st,752/927,81.12,298,308,192,78,153,91,91,130,70,116,153,26,NA,NA,NA,NA,NA,17.5804195804209,Upward
769,pd.soygene.1.0.st,752/927,81.12,293,282,263,91,145,90,93,169,81,113,151,26,NA,NA,NA,NA,NA,17.9755244755258,Upward
770,sugarcanecdf,752/927,81.12,326,310,120,136,139,100,99,222,92,191,188,379,277,200,222,225,300,-4.08088235294133,Downward
771,BSgenome.Hsapiens.UCSC.hs1,771/927,83.17,331,349,192,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,69.5000000000046,Upward
772,BSgenome.Mmulatta.UCSC.rheMac8,771/927,83.17,332,620,294,118,169,120,146,152,103,31,NA,NA,NA,NA,NA,NA,NA,42.442424242424,Upward
773,BSgenome.Ptroglodytes.UCSC.panTro3.masked,771/927,83.17,315,222,241,91,145,95,101,134,95,156,196,259,NA,NA,NA,NA,NA,5.07692307692559,Upward
774,BSgenome.Vvinifera.URGI.IGGP12Xv0,771/927,83.17,304,250,129,96,141,89,102,154,95,117,17,NA,NA,NA,NA,NA,NA,18.1090909090912,Upward
775,bsubtiliscdf,771/927,83.17,329,312,121,145,163,139,112,256,115,199,228,493,342,295,277,298,313,-8.365196078431,Downward
776,CTCF,771/927,83.17,403,312,224,159,65,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,82.9000000000097,Upward
777,geneplast.data,771/927,83.17,309,409,294,102,143,24,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,69.0000000000064,Upward
778,GGHumanMethCancerPanelv1.db,771/927,83.17,313,331,182,166,177,144,142,189,138,196,223,466,390,300,374,279,67,-3.62009803921437,Downward
779,hu6800subacdf,771/927,83.17,332,296,123,146,164,117,125,241,135,199,220,415,329,270,291,277,311,-7.42401960784289,Downward
780,hu6800subccdf,771/927,83.17,331,315,117,145,157,119,123,236,132,192,211,423,310,266,293,273,307,-6.93872549019587,Downward
781,mu19ksubacdf,771/927,83.17,316,321,117,123,150,108,110,236,121,202,226,435,306,254,257,267,272,-6.29411764705852,Downward
782,mu6500subacdf,771/927,83.17,332,309,129,175,171,106,119,223,112,188,225,395,300,229,237,247,272,-3.83333333333327,Downward
783,pd.drogene.1.1.st,771/927,83.17,304,253,172,88,140,104,108,224,88,135,163,28,NA,NA,NA,NA,NA,13.4580419580424,Upward
784,pd.guigene.1.0.st,771/927,83.17,301,268,197,87,138,89,103,193,88,111,152,27,NA,NA,NA,NA,NA,15.6503496503506,Upward
785,pd.medgene.1.0.st,771/927,83.17,292,281,183,75,141,86,98,211,88,130,154,30,NA,NA,NA,NA,NA,14.3671328671336,Upward
786,pd.rabgene.1.1.st,771/927,83.17,309,260,177,89,150,89,92,180,84,116,143,25,NA,NA,NA,NA,NA,15.8601398601408,Upward
787,rattoxfxprobe,771/927,83.17,312,318,102,75,130,62,67,148,84,171,182,385,282,188,177,184,50,0.4632352941183,Upward
788,TENET.AnnotationHub,771/927,83.17,293,185,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,107.999999999947,Upward
789,TxDb.Athaliana.BioMart.plantsmart51,771/927,83.17,351,353,263,137,67,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,78.4000000000087,Upward
790,TxDb.Hsapiens.BioMart.igis,771/927,83.17,300,258,122,102,149,103,112,175,149,168,239,58,NA,NA,NA,NA,NA,7.65384615384582,Upward
791,TxDb.Rnorvegicus.BioMart.igis,771/927,83.17,293,268,117,85,125,74,88,127,79,135,174,46,NA,NA,NA,NA,NA,12.0524475524483,Upward
792,ye6100subbcdf,771/927,83.17,326,312,120,133,144,93,96,180,105,176,198,404,275,199,214,215,252,-3.13725490196078,Downward
793,BSgenome.Ptroglodytes.UCSC.panTro5,793/927,85.54,323,274,155,163,183,101,130,163,94,18,NA,NA,NA,NA,NA,NA,NA,25.1272727272726,Upward
794,BSgenome.Tguttata.UCSC.taeGut2,793/927,85.54,305,247,134,143,164,97,113,164,119,119,12,NA,NA,NA,NA,NA,NA,18.4636363636366,Upward
795,chromhmmData,793/927,85.54,313,525,482,298,156,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,54.1000000000011,Upward
796,clariomshumanhttranscriptcluster.db,793/927,85.54,332,277,207,247,222,169,190,233,143,20,NA,NA,NA,NA,NA,NA,NA,23.2727272727272,Upward
797,hta20probeset.db,793/927,85.54,325,303,198,187,227,201,227,256,160,30,NA,NA,NA,NA,NA,NA,NA,19.830303030303,Upward
798,hthgu133pluspm.db,793/927,85.54,344,272,193,146,94,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,62.600000000008,Upward
799,humancytosnp12v2p1hCrlmm,793/927,85.54,299,245,146,71,122,85,88,142,89,156,150,351,256,35,NA,NA,NA,1.48791208791136,Upward
800,MafDb.gnomAD.r2.1.hs37d5,793/927,85.54,330,323,266,243,290,236,145,23,NA,NA,NA,NA,NA,NA,NA,NA,NA,36.6904761904747,Upward
801,mirna102xgaincdf,793/927,85.54,315,298,125,102,157,148,174,315,160,255,238,544,407,299,214,NA,NA,-10.4285714285695,Downward
802,mirna10probe,793/927,85.54,302,326,104,120,150,82,86,154,109,205,225,474,336,264,273,284,64,-4.37499999999876,Downward
803,pd.chigene.1.1.st,793/927,85.54,301,289,243,130,153,91,98,203,87,121,154,27,NA,NA,NA,NA,NA,17.9755244755256,Upward
804,pd.drogene.1.0.st,793/927,85.54,310,280,201,83,130,105,117,223,87,123,163,24,NA,NA,NA,NA,NA,15.5034965034972,Upward
805,pd.margene.1.0.st,793/927,85.54,302,274,193,76,136,86,94,186,75,115,155,24,NA,NA,NA,NA,NA,15.8111888111898,Upward
806,pd.margene.1.1.st,793/927,85.54,304,243,172,90,145,97,95,195,84,113,149,26,NA,NA,NA,NA,NA,14.681818181819,Upward
807,rattoxfxcdf,793/927,85.54,301,297,114,122,147,82,98,234,82,180,178,429,265,186,184,198,48,0.87745098039286,Upward
808,TxDb.Athaliana.BioMart.plantsmart25,793/927,85.54,302,255,137,101,164,96,123,196,133,138,133,NA,NA,NA,NA,NA,NA,10.6909090909095,Upward
809,BSgenome.Ptroglodytes.UCSC.panTro6,809/927,87.27,310,252,142,160,173,109,89,26,NA,NA,NA,NA,NA,NA,NA,NA,NA,34.3928571428537,Upward
810,BSgenome.Vvinifera.URGI.IGGP12Xv2,809/927,87.27,306,283,139,100,162,117,112,167,104,128,19,NA,NA,NA,NA,NA,NA,18.8727272727276,Upward
811,clariomsmousehttranscriptcluster.db,809/927,87.27,305,261,157,144,194,122,142,218,130,20,NA,NA,NA,NA,NA,NA,NA,19.7272727272727,Upward
812,geneplast.data.string.v91,809/927,87.27,269,358,268,173,180,90,109,61,NA,NA,NA,NA,NA,NA,NA,NA,NA,38.428571428567,Upward
813,Hspec,809/927,87.27,301,220,128,129,146,77,84,159,74,128,123,23,NA,NA,NA,NA,NA,14.5454545454554,Upward
814,LowMACAAnnotation,809/927,87.27,373,254,288,287,470,227,331,518,531,599,393,NA,NA,NA,NA,NA,NA,-23.0181818181831,Downward
815,mouse430a2frmavecs,809/927,87.27,292,212,133,130,149,84,101,116,98,166,140,362,272,38,NA,NA,NA,0.810989010988223,Upward
816,pd.chogene.2.1.st,809/927,87.27,306,239,188,125,153,96,104,194,87,129,165,27,NA,NA,NA,NA,NA,14.7097902097909,Upward
817,pd.clariom.s.human.ht,809/927,87.27,332,294,300,253,223,155,198,263,131,14,NA,NA,NA,NA,NA,NA,NA,26.7939393939393,Upward
818,pd.fingene.1.1.st,809/927,87.27,289,258,183,128,157,102,103,175,79,110,154,27,NA,NA,NA,NA,NA,15.8006993007002,Upward
819,pd.rn.u34,809/927,87.27,308,301,165,132,162,86,104,167,93,179,175,405,288,177,88,NA,NA,1.29642857142942,Upward
820,pd.rusgene.1.0.st,809/927,87.27,295,241,177,84,141,83,98,189,91,117,157,30,NA,NA,NA,NA,NA,13.6258741258748,Upward
821,TxDb.Btaurus.UCSC.bosTau8.refGene,809/927,87.27,281,265,120,113,160,124,146,172,104,66,NA,NA,NA,NA,NA,NA,NA,16.5999999999999,Upward
822,TxDb.Sscrofa.UCSC.susScr3.refGene,809/927,87.27,295,236,122,132,164,104,109,122,114,76,NA,NA,NA,NA,NA,NA,NA,17.9030303030302,Upward
823,BSgenome.Ggallus.UCSC.galGal5,823/927,88.78,290,258,143,158,207,140,169,211,143,25,NA,NA,NA,NA,NA,NA,NA,17.4787878787879,Upward
824,BSgenome.Vvinifera.URGI.IGGP8X,823/927,88.78,276,241,127,94,133,100,101,142,91,64,NA,NA,NA,NA,NA,NA,NA,17.5454545454544,Upward
825,ENCODExplorerData,823/927,88.78,343,290,236,248,418,297,70,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,22.2500000000011,Upward
826,FDb.FANTOM4.promoters.hg19,823/927,88.78,289,305,146,124,174,106,113,155,116,190,199,454,315,56,NA,NA,NA,-1.16483516483623,Downward
827,humanomni5quadv1bCrlmm,823/927,88.78,288,218,127,117,141,89,109,143,97,165,144,319,76,NA,NA,NA,NA,3.23626373626364,Upward
828,mta10transcriptcluster.db,823/927,88.78,313,251,151,119,162,133,135,174,116,22,NA,NA,NA,NA,NA,NA,NA,20.7878787878787,Upward
829,pd.clariom.s.mouse.ht,823/927,88.78,313,241,214,133,182,108,140,219,111,15,NA,NA,NA,NA,NA,NA,NA,21.9393939393939,Upward
830,pd.clariom.s.rat,823/927,88.78,297,251,237,166,209,124,137,183,98,12,NA,NA,NA,NA,NA,NA,NA,24.7151515151514,Upward
831,pd.clariom.s.rat.ht,823/927,88.78,297,228,190,148,178,91,87,153,78,10,NA,NA,NA,NA,NA,NA,NA,24.7757575757575,Upward
832,pd.guigene.1.1.st,823/927,88.78,295,283,210,118,159,103,99,189,78,131,148,28,NA,NA,NA,NA,NA,16.8496503496514,Upward
833,pd.medgene.1.1.st,823/927,88.78,297,249,171,77,141,102,98,179,85,122,141,27,NA,NA,NA,NA,NA,14.4580419580427,Upward
834,pd.rcngene.1.0.st,823/927,88.78,306,232,189,96,147,93,91,144,88,119,151,28,NA,NA,NA,NA,NA,15.1328671328681,Upward
835,rta10transcriptcluster.db,823/927,88.78,286,232,129,145,147,79,77,147,78,14,NA,NA,NA,NA,NA,NA,NA,22.4727272727272,Upward
836,TxDb.Mmulatta.UCSC.rheMac3.refGene,823/927,88.78,294,232,98,81,138,79,93,114,83,61,NA,NA,NA,NA,NA,NA,NA,18.6848484848483,Upward
837,TxDb.Mmulatta.UCSC.rheMac8.refGene,823/927,88.78,282,240,142,127,182,107,101,126,89,20,NA,NA,NA,NA,NA,NA,NA,22.1090909090908,Upward
838,ygs98frmavecs,823/927,88.78,291,209,104,66,110,65,86,98,83,151,142,337,194,NA,NA,NA,NA,-2.43956043956041,Downward
839,BSgenome.Hsapiens.UCSC.hg38.dbSNP151.minor,839/927,90.51,487,297,217,166,97,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,91.1000000000123,Upward
840,fitCons.UCSC.hg19,839/927,90.51,349,251,167,158,179,118,133,137,84,17,NA,NA,NA,NA,NA,NA,NA,26.9272727272726,Upward
841,MafDb.1Kgenomes.phase1.GRCh38,839/927,90.51,303,267,151,98,165,93,86,44,NA,NA,NA,NA,NA,NA,NA,NA,NA,33.6309523809483,Upward
842,MafDb.ExAC.r1.0.nonTCGA.hs37d5,839/927,90.51,267,260,135,103,123,99,97,122,68,NA,NA,NA,NA,NA,NA,NA,NA,21.5,Upward
843,MafDb.TOPMed.freeze5.hg19,839/927,90.51,294,268,162,164,192,145,130,56,NA,NA,NA,NA,NA,NA,NA,NA,NA,28.3214285714261,Upward
844,mta10probeset.db,839/927,90.51,283,281,151,157,176,97,115,150,94,13,NA,NA,NA,NA,NA,NA,NA,23.9333333333332,Upward
845,rta10probeset.db,839/927,90.51,281,234,134,142,159,82,76,124,72,13,NA,NA,NA,NA,NA,NA,NA,23.4606060606059,Upward
846,TxDb.Ggallus.UCSC.galGal4.refGene,839/927,90.51,273,237,116,83,135,103,108,127,95,79,NA,NA,NA,NA,NA,NA,NA,16.0121212121211,Upward
847,BSgenome.Amellifera.NCBI.AmelHAv3.1,847/927,91.37,314,221,176,117,157,13,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,50.1714285714326,Upward
848,BSgenome.Aofficinalis.NCBI.V1,847/927,91.37,293,233,138,108,163,104,100,21,NA,NA,NA,NA,NA,NA,NA,NA,NA,31.1428571428542,Upward
849,MafDb.TOPMed.freeze5.hg38,847/927,91.37,291,269,129,99,147,104,92,98,14,NA,NA,NA,NA,NA,NA,NA,NA,28.1666666666667,Upward
850,mouseCHRLOC,847/927,91.37,277,253,114,127,137,88,96,137,106,184,174,397,276,254,282,283,331,-9.73284313725472,Downward
851,phastCons30way.UCSC.hg38,847/927,91.37,392,187,124,95,123,62,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,53.4571428571496,Upward
852,ratCHRLOC,847/927,91.37,283,250,109,127,135,78,87,136,102,179,153,351,257,201,227,233,268,-5.68872549019602,Downward
853,UniProtKeywords,847/927,91.37,276,412,192,24,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,97.6,Upward
854,BSgenome.Carietinum.NCBI.v1,854/927,92.13,266,245,152,110,168,110,111,12,NA,NA,NA,NA,NA,NA,NA,NA,NA,29.9523809523786,Upward
855,MafH5.gnomAD.v4.0.GRCh38,854/927,92.13,271,275,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-3.99999999999799,Downward
856,mogene.1.0.st.v1frmavecs,854/927,92.13,290,202,109,71,101,95,121,171,132,195,162,346,78,NA,NA,NA,NA,-0.934065934066138,Downward
857,TxDb.Ggallus.UCSC.galGal6.refGene,854/927,92.13,302,268,171,154,178,96,15,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,42.7857142857126,Upward
858,TxDb.Ptroglodytes.UCSC.panTro4.refGene,854/927,92.13,263,228,108,82,135,83,90,122,82,74,NA,NA,NA,NA,NA,NA,NA,16.2484848484847,Upward
859,BioMartGOGeneSets,859/927,92.66,279,338,88,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,95.500000000005,Upward
860,BSgenome.Dmelanogaster.UCSC.dm3.masked,859/927,92.66,263,269,153,135,169,145,157,206,132,223,226,327,NA,NA,NA,NA,NA,-3.19930069929911,Downward
861,GeneSummary,859/927,92.66,295,318,399,164,34,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,67.6000000000037,Upward
862,hpAnnot,859/927,92.66,294,223,123,78,157,73,65,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,34.0357142857122,Upward
863,MafDb.ExAC.r1.0.nonTCGA.GRCh38,859/927,92.66,265,283,146,87,153,83,87,60,NA,NA,NA,NA,NA,NA,NA,NA,NA,30.2142857142818,Upward
864,BSgenome.Gmax.NCBI.Gmv40,864/927,93.2,284,227,161,70,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,70.8,Upward
865,BSgenome.Hsapiens.UCSC.hg38.dbSNP151.major,864/927,93.2,483,303,224,134,79,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,97.7000000000133,Upward
866,org.Mxanthus.db,864/927,93.2,248,305,222,205,214,104,24,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,38.642857142856,Upward
867,TxDb.Ptroglodytes.UCSC.panTro5.refGene,864/927,93.2,270,193,108,123,153,76,88,42,NA,NA,NA,NA,NA,NA,NA,NA,NA,26.0357142857114,Upward
868,BSgenome.Cjacchus.UCSC.calJac3,868/927,93.64,260,222,157,153,182,111,46,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,29.9642857142847,Upward
869,rat2302frmavecs,868/927,93.64,258,224,132,127,167,64,41,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,33.4285714285698,Upward
870,BSgenome.Mdomestica.UCSC.monDom5,870/927,93.85,256,216,142,152,162,89,37,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,31.8214285714273,Upward
871,BSgenome.Mfascicularis.NCBI.6.0,870/927,93.85,254,239,166,91,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,56.2,Upward
872,BSgenome.Ppaniscus.UCSC.panPan1,870/927,93.85,239,202,143,141,162,28,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,33.6285714285732,Upward
873,MafDb.gnomADex.r2.1.GRCh38,870/927,93.85,240,231,137,140,155,92,36,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,31.1428571428559,Upward
874,alternativeSplicingEvents.hg19,874/927,94.28,240,249,160,129,173,117,155,187,105,24,NA,NA,NA,NA,NA,NA,NA,16.9393939393939,Upward
875,alternativeSplicingEvents.hg38,874/927,94.28,238,259,171,151,205,146,157,116,2,NA,NA,NA,NA,NA,NA,NA,NA,23.4333333333333,Upward
876,BSgenome.Creinhardtii.JGI.v5.6,874/927,94.28,249,252,134,111,159,22,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,41.0571428571458,Upward
877,BSgenome.Ppaniscus.UCSC.panPan2,874/927,94.28,244,251,164,138,152,24,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,40.6571428571455,Upward
878,rGenomeTracksData,874/927,94.28,319,353,474,185,65,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,67.6000000000033,Upward
879,BSgenome.Btaurus.UCSC.bosTau9.masked,879/927,94.82,228,216,170,80,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,49,Upward
880,BSgenome.Cjacchus.UCSC.calJac4,879/927,94.82,250,325,208,78,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,63.3,Upward
881,BSgenome.Dmelanogaster.UCSC.dm2.masked,879/927,94.82,237,245,159,163,173,103,122,142,113,209,197,280,NA,NA,NA,NA,NA,-0.234265734264012,Downward
882,BSgenome.Dvirilis.Ensembl.dvircaf1,879/927,94.82,238,197,127,100,152,75,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,27.9142857142884,Upward
883,EpiTxDb.Hs.hg38,879/927,94.82,190,601,319,242,273,106,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,42.3142857142869,Upward
884,hspeccdf,879/927,94.82,221,229,104,67,143,97,126,198,88,116,122,20,NA,NA,NA,NA,NA,9.75874125874125,Upward
885,htmg430pm.db,879/927,94.82,373,224,150,133,117,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,60.3000000000094,Upward
886,synaptome.data,879/927,94.82,323,290,453,124,32,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,74.8000000000051,Upward
887,synaptome.db,879/927,94.82,343,330,343,135,31,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,81.9000000000072,Upward
888,AHMeSHDbs,888/927,95.79,238,281,228,199,147,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,26.400000000002,Upward
889,BSgenome.Tguttata.UCSC.taeGut1.masked,888/927,95.79,231,237,109,130,158,89,103,135,97,170,158,256,NA,NA,NA,NA,NA,0.800699300701188,Upward
890,clariomsrattranscriptcluster.db,888/927,95.79,225,254,165,185,179,120,125,178,109,14,NA,NA,NA,NA,NA,NA,NA,18.7151515151515,Upward
891,TxDb.Cfamiliaris.UCSC.canFam3.refGene,888/927,95.79,214,251,156,166,171,128,114,120,78,70,NA,NA,NA,NA,NA,NA,NA,17.490909090909,Upward
892,TxDb.Rnorvegicus.UCSC.rn6.ncbiRefSeq,888/927,95.79,234,187,125,147,133,22,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,34.2857142857164,Upward
893,hthgu133plusa.db,893/927,96.33,230,193,121,94,80,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,39.9000000000057,Upward
894,htrat230pm.db,893/927,96.33,224,191,127,75,72,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,42.000000000006,Upward
895,IlluminaHumanMethylationMSAmanifest,893/927,96.33,282,39,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,242.999999999881,Upward
896,AHCytoBands,896/927,96.66,236,190,144,115,179,121,146,723,65,NA,NA,NA,NA,NA,NA,NA,NA,-15.4166666666667,Downward
897,AHPathbankDbs,896/927,96.66,223,220,173,196,169,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,13.2000000000015,Upward
898,AHPubMedDbs,896/927,96.66,226,245,199,154,124,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,29.5000000000031,Upward
899,AHLRBaseDbs,899/927,96.98,226,240,178,119,114,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,34.5000000000045,Upward
900,clariomsrathttranscriptcluster.db,899/927,96.98,204,226,155,166,154,96,86,160,90,17,NA,NA,NA,NA,NA,NA,NA,17.6242424242424,Upward
901,AHWikipathwaysDbs,901/927,97.2,214,203,155,109,108,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,30.6000000000043,Upward
902,BSgenome.CneoformansVarGrubiiKN99.NCBI.ASM221672v1,901/927,97.2,203,182,143,82,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,40.2,Upward
903,EuPathDB,901/927,97.2,237,225,199,195,261,162,135,15,NA,NA,NA,NA,NA,NA,NA,NA,NA,24.3928571428569,Upward
904,TxDb.Ptroglodytes.UCSC.panTro6.refGene,901/927,97.2,182,202,107,72,126,77,12,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,26.4642857142847,Upward
905,UCSCRepeatMasker,901/927,97.2,191,229,153,66,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,45.1,Upward
906,EpiTxDb.Sc.sacCer3,906/927,97.73,181,207,135,95,153,65,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,22.3428571428587,Upward
907,htmg430a.db,907/927,97.84,183,192,125,90,82,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,30.4000000000041,Upward
908,AlphaMissense.v2023.hg38,908/927,97.95,183,197,45,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,69.0000000000047,Upward
909,cadd.v1.6.hg38,908/927,97.95,177,192,23,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,77.0000000000053,Upward
910,EpiTxDb.Mm.mm10,908/927,97.95,164,204,139,131,177,70,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,15.9714285714287,Upward
911,hthgu133plusb.db,908/927,97.95,178,178,119,78,77,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,30.2000000000042,Upward
912,htmg430b.db,908/927,97.95,174,176,115,79,79,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,28.7000000000041,Upward
913,htratfocus.db,908/927,97.95,175,180,123,83,80,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,28.7000000000039,Upward
914,TxDb.Cfamiliaris.UCSC.canFam4.refGene,908/927,97.95,169,170,112,73,25,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,38.5000000000041,Upward
915,AlphaMissense.v2023.hg19,915/927,98.71,168,171,30,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,69.0000000000051,Upward
916,ath1121501frmavecs,915/927,98.71,180,139,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,40.9999999999799,Upward
917,gwascatData,915/927,98.71,177,179,133,129,120,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,16.4000000000022,Upward
918,ontoProcData,915/927,98.71,171,188,133,67,27,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,40.9000000000043,Upward
919,phastCons35way.UCSC.mm39,915/927,98.71,172,177,124,25,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,49.4,Upward
920,scAnnotatR.models,915/927,98.71,168,168,125,61,32,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,37.9000000000043,Upward
921,cadd.v1.6.hg19,921/927,99.35,167,164,21,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,73.0000000000057,Upward
922,IlluminaHumanMethylationMSAanno.ilm10a1.hg38,921/927,99.35,197,38,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,158.999999999922,Upward
923,TxDb.Cfamiliaris.UCSC.canFam5.refGene,921/927,99.35,151,178,91,81,24,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,35.1000000000035,Upward
924,phyloP35way.UCSC.mm39,924/927,99.68,156,156,121,21,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,44,Upward
925,TxDb.Cfamiliaris.UCSC.canFam6.refGene,924/927,99.68,149,142,80,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,34.5000000000029,Upward
926,CENTREannotation,926/927,99.89,120,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
927,org.Hbacteriophora.eg.db,927/927,100,105,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
